Invoice,customer_id,order_date,split,returned,order_value,log_order_value,n_lines,total_quantity,mean_unit_price,max_unit_price,price_vs_sku_mean,hour_of_day,day_of_week,is_uk,customer_prior_orders,customer_prior_returns,customer_prior_return_rate,customer_tenure_days,is_new_customer,basket_sku_return_rate,basket_max_sku_return_rate
SYN000159,553.0,2009-12-14 02:37:00,train,1,263.47,5.577728,21,213.0,1.24,3.39,0.2934,16,0,1,0,0,-1.0,0.0,1,0.04513,0.089548
SYN000160,3384.0,2009-12-14 02:51:00,train,0,420.12,6.042918,24,57.0,7.37,37.88,1.1374,12,0,1,1,0,0.0,4.4312,0,0.042329,0.04375
SYN000161,2278.0,2009-12-14 04:07:00,train,0,183.71,5.218787,16,184.0,1.0,5.48,0.2158,14,0,1,0,0,-1.0,0.0,1,0.043981,0.081285
SYN000162,2012.0,2009-12-14 06:55:00,train,0,95.58,4.570372,21,70.0,1.37,4.35,0.4894,16,0,1,1,0,0.0,2.4674,0,0.04215,0.04321
SYN000163,1044.0,2009-12-14 11:17:00,train,0,160.06,5.081777,20,89.0,1.8,7.52,0.5259,16,0,1,0,0,-1.0,0.0,1,0.043879,0.088519
SYN000164,4816.0,2009-12-14 13:55:00,train,0,61.14,4.12939,18,171.0,0.36,1.92,0.1095,14,0,1,0,0,-1.0,0.0,1,0.050039,0.0898
SYN000165,3981.0,2009-12-14 15:10:00,train,0,676.02,6.517701,28,125.0,5.41,23.86,1.6377,10,0,1,0,0,-1.0,0.0,1,0.048176,0.093795
SYN000166,5369.0,2009-12-14 15:22:00,train,0,144.69,4.981481,26,187.0,0.77,3.25,0.2234,18,0,1,0,0,-1.0,0.0,1,0.050224,0.093517
SYN000167,4789.0,2009-12-14 16:13:00,train,1,185.53,5.228592,15,54.0,3.44,9.61,1.154,9,0,1,1,0,0.0,0.9104,0,0.049598,0.093242
SYN000168,386.0,2009-12-14 19:36:00,train,0,227.51,5.43158,15,186.0,1.22,2.69,0.3255,8,0,1,0,0,-1.0,0.0,1,0.049172,0.092971
SYN000169,3931.0,2009-12-14 19:56:00,train,0,1934.49,7.568116,14,246.0,7.86,17.64,3.0397,14,0,1,0,0,-1.0,0.0,1,0.045196,0.047337
SYN000170,3841.0,2009-12-14 20:54:00,train,0,56.86,4.058026,23,227.0,0.25,1.25,0.0454,16,0,1,0,0,-1.0,0.0,1,0.047241,0.092437
SYN000171,2168.0,2009-12-15 03:14:00,train,0,190.98,5.257391,16,261.0,0.73,1.23,0.1788,14,1,1,0,0,-1.0,0.0,1,0.046977,0.08416
SYN000172,3929.0,2009-12-15 05:01:00,train,0,168.24,5.131318,18,14.0,12.02,27.44,3.3908,12,1,1,0,0,-1.0,0.0,1,0.045324,0.046512
SYN000173,3790.0,2009-12-15 05:05:00,train,0,103.76,4.651672,32,292.0,0.36,1.3,0.0815,12,1,1,0,0,-1.0,0.0,1,0.045979,0.09166
SYN000174,5414.0,2009-12-15 06:01:00,train,0,272.56,5.611521,19,141.0,1.93,10.43,0.6299,13,1,1,0,0,-1.0,0.0,1,0.044416,0.045977
SYN000175,4844.0,2009-12-15 09:15:00,train,0,311.65,5.745084,20,168.0,1.86,5.3,0.4045,6,1,1,0,0,-1.0,0.0,1,0.043216,0.045714
SYN000176,3825.0,2009-12-15 11:57:00,train,0,84.44,4.447814,15,216.0,0.39,1.51,0.1422,12,1,1,0,0,-1.0,0.0,1,0.048827,0.051136
SYN000177,2811.0,2009-12-15 13:01:00,train,0,1540.5,7.340511,21,113.0,13.63,73.74,2.9545,13,1,1,0,0,-1.0,0.0,1,0.05004,0.050847
SYN000178,2360.0,2009-12-15 16:14:00,train,0,94.66,4.5608,25,335.0,0.28,1.1,0.059,14,1,1,0,0,-1.0,0.0,1,0.049143,0.050562
SYN000179,3925.0,2009-12-15 16:59:00,train,0,804.69,6.691699,17,34.0,23.67,64.88,4.3384,9,1,0,0,0,-1.0,0.0,1,0.051442,0.091163
SYN000180,3464.0,2009-12-15 20:52:00,train,0,451.65,6.115119,20,259.0,1.74,9.41,0.5969,13,1,1,0,0,-1.0,0.0,1,0.050639,0.095238
SYN000181,1681.0,2009-12-15 20:57:00,train,0,123.99,4.828234,21,212.0,0.58,2.89,0.1405,8,1,1,0,0,-1.0,0.0,1,0.047633,0.049724
SYN000182,1964.0,2009-12-15 21:39:00,train,0,227.47,5.431405,21,292.0,0.78,1.42,0.2782,13,1,1,0,0,-1.0,0.0,1,0.047409,0.049451
SYN000183,4737.0,2009-12-15 23:37:00,train,0,406.61,6.010311,27,187.0,2.17,3.78,0.6547,10,1,1,0,0,-1.0,0.0,1,0.048988,0.094457
SYN000184,5002.0,2009-12-16 00:01:00,train,0,408.73,6.015498,19,60.0,6.81,8.95,2.1823,16,2,1,0,0,-1.0,0.0,1,0.047485,0.048913
SYN000185,1275.0,2009-12-16 00:36:00,train,0,593.43,6.387603,13,289.0,2.05,9.41,0.7337,11,2,1,0,0,-1.0,0.0,1,0.0504,0.093951
SYN000186,1722.0,2009-12-16 04:33:00,train,0,801.55,6.687794,16,83.0,9.66,20.29,1.5181,14,2,1,2,0,0.0,10.541,0,0.051974,0.089443
SYN000187,671.0,2009-12-16 09:30:00,train,0,385.27,5.956537,19,285.0,1.35,2.42,0.3707,13,2,1,0,0,-1.0,0.0,1,0.046091,0.048128
SYN000188,5405.0,2009-12-16 10:07:00,train,0,450.92,6.113505,18,108.0,4.18,11.96,0.9881,13,2,1,0,0,-1.0,0.0,1,0.046272,0.047872
SYN000189,271.0,2009-12-16 12:03:00,train,0,147.71,5.001998,17,93.0,1.59,8.17,0.5011,12,2,1,0,0,-1.0,0.0,1,0.05411,0.092971
SYN000190,391.0,2009-12-16 15:34:00,train,0,521.68,6.258969,21,863.0,0.6,2.57,0.1919,16,2,1,0,0,-1.0,0.0,1,0.050527,0.092732
SYN000191,2910.0,2009-12-16 16:58:00,train,0,194.42,5.275151,13,158.0,1.23,1.36,0.3238,13,2,1,0,0,-1.0,0.0,1,0.054502,0.097482
SYN000192,4330.0,2009-12-16 18:22:00,train,0,228.72,5.436861,18,131.0,1.75,7.47,0.3438,9,2,1,1,0,0.0,8.8347,0,0.053268,0.092803
SYN000193,2310.0,2009-12-16 21:02:00,train,0,462.11,6.137965,14,300.0,1.54,8.14,0.3645,11,2,1,0,0,-1.0,0.0,1,0.049134,0.051813
SYN000194,2530.0,2009-12-16 21:33:00,train,0,350.11,5.8611,22,84.0,4.17,4.89,0.8695,12,2,1,0,0,-1.0,0.0,1,0.055242,0.096711
SYN000195,1558.0,2009-12-17 01:24:00,train,0,152.6,5.034352,20,251.0,0.61,3.17,0.1651,10,3,1,0,0,-1.0,0.0,1,0.049659,0.051282
SYN000196,1205.0,2009-12-17 04:01:00,train,0,24.19,3.226447,19,182.0,0.13,0.5,0.0258,14,3,1,0,0,-1.0,0.0,1,0.051797,0.091837
SYN000197,5418.0,2009-12-17 04:06:00,train,0,41.03,3.738384,17,248.0,0.17,0.46,0.0355,13,3,1,1,0,0.0,3.2382,0,0.051919,0.095963
SYN000198,115.0,2009-12-17 13:02:00,train,0,703.97,6.558155,15,48.0,14.67,62.88,4.0666,11,3,1,0,0,-1.0,0.0,1,0.051403,0.091368
SYN000199,1176.0,2009-12-17 14:30:00,train,0,303.17,5.717587,20,295.0,1.03,3.68,0.1974,16,3,1,0,0,-1.0,0.0,1,0.058165,0.136592
SYN000200,5562.0,2009-12-17 16:59:00,train,0,170.29,5.143358,18,74.0,2.3,6.6,0.556,15,3,0,1,0,0.0,15.5743,0,0.048978,0.05
SYN000201,3310.0,2009-12-17 17:37:00,train,1,306.2,5.727499,24,244.0,1.25,5.4,0.3413,17,3,1,0,0,-1.0,0.0,1,0.049751,0.090683
SYN000202,2196.0,2009-12-17 21:00:00,train,0,247.69,5.516207,29,50.0,4.95,8.08,1.2369,12,3,1,0,0,-1.0,0.0,1,0.047146,0.049505
SYN000203,5644.0,2009-12-17 21:55:00,train,1,177.78,5.186156,28,271.0,0.66,2.62,0.2025,13,3,1,0,0,-1.0,0.0,1,0.048739,0.090237
SYN000204,2824.0,2009-12-17 23:37:00,train,0,470.25,6.155389,14,422.0,1.11,4.96,0.3111,14,3,1,0,0,-1.0,0.0,1,0.052838,0.053922
SYN000205,2097.0,2009-12-18 00:35:00,train,0,422.25,6.047963,24,97.0,4.35,23.47,1.4589,17,4,1,0,0,-1.0,0.0,1,0.052649,0.086382
SYN000206,5009.0,2009-12-18 01:02:00,train,1,1857.37,7.527455,19,262.0,7.09,29.25,1.648,11,4,1,0,0,-1.0,0.0,1,0.053842,0.093998
SYN000207,3829.0,2009-12-18 01:21:00,train,0,84.46,4.448048,22,185.0,0.46,1.57,0.0793,16,4,1,0,0,-1.0,0.0,1,0.053451,0.089687
SYN000208,3782.0,2009-12-18 02:44:00,train,0,706.99,6.56243,25,183.0,3.86,20.89,0.9844,15,4,1,0,0,-1.0,0.0,1,0.05075,0.052885
SYN000209,1803.0,2009-12-18 02:54:00,train,0,77.85,4.367547,16,245.0,0.32,0.72,0.0874,16,4,1,0,0,-1.0,0.0,1,0.053173,0.097744
SYN000210,4801.0,2009-12-18 03:53:00,train,0,74.42,4.323072,15,66.0,1.13,2.16,0.2187,15,4,1,0,0,-1.0,0.0,1,0.053763,0.093074
SYN000211,4337.0,2009-12-18 03:59:00,train,0,44.46,3.816833,14,111.0,0.4,2.19,0.0513,17,4,1,0,0,-1.0,0.0,1,0.051849,0.088811
SYN000212,956.0,2009-12-18 07:13:00,train,0,229.22,5.439035,19,141.0,1.63,7.71,0.4853,13,4,1,0,0,-1.0,0.0,1,0.057916,0.092624
SYN000213,3751.0,2009-12-18 08:25:00,train,0,965.39,6.873567,20,120.0,8.04,39.44,1.1368,7,4,1,0,0,-1.0,0.0,1,0.060494,0.135946
SYN000214,3836.0,2009-12-18 10:39:00,train,1,112.12,4.728449,23,160.0,0.7,3.48,0.1363,14,4,1,0,0,-1.0,0.0,1,0.053341,0.056075
SYN000215,299.0,2009-12-18 11:39:00,train,0,99.37,4.608863,19,82.0,1.21,4.2,0.4478,11,4,1,0,0,-1.0,0.0,1,0.055699,0.096195
SYN000216,335.0,2009-12-18 13:02:00,train,1,116.8,4.768988,25,87.0,1.34,2.91,0.3432,14,4,1,0,0,-1.0,0.0,1,0.053225,0.055556
SYN000217,310.0,2009-12-18 17:23:00,train,0,2601.12,7.864082,16,177.0,14.7,45.65,4.5845,10,4,1,2,1,0.5,10.1986,0,0.053246,0.0553
SYN000218,2345.0,2009-12-18 17:29:00,train,0,160.73,5.085928,18,147.0,1.09,2.37,0.4549,6,4,1,0,0,-1.0,0.0,1,0.055571,0.100044
SYN000219,1961.0,2009-12-18 21:22:00,train,1,175.22,5.171733,21,101.0,1.73,8.41,0.3918,16,4,1,0,0,-1.0,0.0,1,0.058903,0.140722
SYN000220,2336.0,2009-12-18 21:46:00,train,1,528.71,6.27233,24,337.0,1.57,4.04,0.3613,17,4,1,0,0,-1.0,0.0,1,0.052627,0.054545
SYN000221,5243.0,2009-12-18 23:07:00,train,0,1078.88,6.984605,20,97.0,11.12,13.4,2.4632,11,4,1,0,0,-1.0,0.0,1,0.056074,0.099332
SYN000222,5305.0,2009-12-18 23:59:00,train,0,406.77,6.010703,22,119.0,3.42,7.04,0.8935,14,4,1,0,0,-1.0,0.0,1,0.057773,0.140049
SYN000223,4385.0,2009-12-19 02:19:00,train,0,177.7,5.185708,14,158.0,1.12,2.39,0.3675,16,5,1,0,0,-1.0,0.0,1,0.053731,0.098868
SYN000224,581.0,2009-12-19 04:16:00,train,0,495.82,6.208228,14,85.0,5.83,11.4,1.1667,16,5,1,0,0,-1.0,0.0,1,0.053806,0.08631
SYN000225,296.0,2009-12-19 04:40:00,train,0,378.38,5.938538,30,602.0,0.63,1.16,0.1552,13,5,1,0,0,-1.0,0.0,1,0.054367,0.098413
SYN000226,4418.0,2009-12-19 12:37:00,train,0,629.61,6.446688,22,414.0,1.52,3.07,0.3792,11,5,1,0,0,-1.0,0.0,1,0.061094,0.097747
SYN000227,221.0,2009-12-19 13:06:00,train,1,125.95,4.843793,18,221.0,0.57,0.94,0.1811,13,5,1,0,0,-1.0,0.0,1,0.058444,0.097517
SYN000228,765.0,2009-12-19 13:41:00,train,0,210.34,5.353468,12,313.0,0.67,2.86,0.212,11,5,1,0,0,-1.0,0.0,1,0.058371,0.101921
SYN000229,2847.0,2009-12-19 13:44:00,train,0,95.2,4.566429,20,331.0,0.29,0.87,0.0705,7,5,0,0,0,-1.0,0.0,1,0.054173,0.056769
SYN000230,82.0,2009-12-19 14:31:00,train,0,1187.77,7.080674,19,246.0,4.83,7.02,1.7451,12,5,1,0,0,-1.0,0.0,1,0.05446,0.056522
SYN000231,2294.0,2009-12-19 16:23:00,train,0,172.55,5.156466,22,375.0,0.46,1.01,0.0829,11,5,1,0,0,-1.0,0.0,1,0.060689,0.101216
SYN000232,3350.0,2009-12-19 16:47:00,train,1,740.2,6.60827,20,327.0,2.26,7.23,0.7495,11,5,0,1,0,0.0,13.9854,0,0.053484,0.056034
SYN000233,1566.0,2009-12-19 19:25:00,train,0,270.27,5.603115,15,504.0,0.54,2.19,0.0907,13,5,1,0,0,-1.0,0.0,1,0.053554,0.055794
SYN000234,2573.0,2009-12-19 22:00:00,train,0,214.87,5.374676,22,145.0,1.48,5.28,0.3411,10,5,1,0,0,-1.0,0.0,1,0.057814,0.059829
SYN000235,5258.0,2009-12-19 22:55:00,train,0,1943.51,7.572765,21,149.0,13.04,36.47,2.9805,14,5,0,0,0,-1.0,0.0,1,0.060825,0.104357
SYN000236,2025.0,2009-12-19 23:45:00,train,0,74.58,4.325192,16,128.0,0.58,1.77,0.1458,11,5,1,0,0,-1.0,0.0,1,0.057411,0.091102
SYN000237,1406.0,2009-12-20 00:37:00,train,1,560.83,6.331199,26,404.0,1.39,7.92,0.3281,13,6,1,0,0,-1.0,0.0,1,0.058572,0.103878
SYN000238,2211.0,2009-12-20 04:30:00,train,0,208.65,5.345439,15,50.0,4.17,11.03,1.6481,14,6,1,1,0,0.0,10.5312,0,0.056384,0.087059
SYN000239,2018.0,2009-12-20 05:50:00,train,0,379.43,5.941302,23,171.0,2.22,10.74,0.5415,14,6,1,0,0,-1.0,0.0,1,0.058095,0.103407
SYN000240,4981.0,2009-12-20 07:57:00,train,1,190.68,5.255827,22,284.0,0.67,1.97,0.0993,11,6,1,1,0,0.0,15.5431,0,0.060966,0.102273
SYN000241,1202.0,2009-12-20 08:15:00,train,0,466.33,6.147036,14,41.0,11.37,42.0,3.3955,9,6,1,1,0,0.0,8.7646,0,0.062223,0.106896
SYN000242,3920.0,2009-12-20 15:39:00,train,0,124.29,4.830631,18,95.0,1.31,6.69,0.4058,11,6,1,0,0,-1.0,0.0,1,0.059214,0.061983
SYN000243,1051.0,2009-12-20 17:46:00,train,0,74.46,4.323603,24,130.0,0.57,1.7,0.1206,13,6,0,0,0,-1.0,0.0,1,0.060414,0.106408
SYN000244,4801.0,2009-12-20 17:59:00,train,0,150.73,5.022103,17,162.0,0.93,3.74,0.1694,11,6,1,1,0,0.0,2.5875,0,0.061856,0.101341
SYN000245,4661.0,2009-12-20 19:35:00,train,0,102.92,4.643621,27,368.0,0.28,0.39,0.0788,15,6,1,0,0,-1.0,0.0,1,0.063753,0.104824
SYN000246,5287.0,2009-12-20 19:53:00,train,0,204.34,5.324667,15,29.0,7.05,29.96,2.1693,9,6,0,1,0,0.0,14.5799,0,0.073515,0.109563
SYN000247,1316.0,2009-12-20 21:47:00,train,0,250.95,5.529231,17,174.0,1.44,5.41,0.2727,17,6,1,0,0,-1.0,0.0,1,0.062898,0.104343
SYN000248,3829.0,2009-12-20 22:02:00,train,0,68.23,4.237434,20,96.0,0.71,1.65,0.1405,15,6,1,1,0,0.0,2.8618,0,0.06342,0.109063
SYN000249,1973.0,2009-12-20 23:17:00,train,0,231.89,5.450566,21,27.0,8.59,35.13,1.9241,13,6,1,0,0,-1.0,0.0,1,0.065982,0.108816
SYN000250,1675.0,2009-12-21 00:48:00,train,0,55.57,4.035479,21,31.0,1.79,7.17,0.4121,11,0,0,0,0,-1.0,0.0,1,0.061175,0.064
SYN000251,2517.0,2009-12-21 02:02:00,train,1,1191.1,7.083472,23,78.0,15.27,89.75,3.7618,11,0,1,2,0,0.0,15.1785,0,0.063836,0.108329
SYN000252,4035.0,2009-12-21 03:07:00,train,1,72.48,4.297013,24,108.0,0.67,2.85,0.1967,9,0,1,1,0,0.0,11.2215,0,0.060497,0.063492
SYN000253,3347.0,2009-12-21 05:33:00,train,0,1302.94,7.173146,27,405.0,3.22,11.64,0.8707,12,0,1,0,0,-1.0,0.0,1,0.063121,0.107849
SYN000254,1316.0,2009-12-21 07:49:00,train,0,248.25,5.518456,21,141.0,1.76,8.05,0.311,14,0,1,1,0,0.0,0.4181,0,0.059455,0.062992
SYN000255,5895.0,2009-12-21 15:16:00,train,1,201.74,5.311924,22,165.0,1.22,6.33,0.2814,15,0,1,0,0,-1.0,0.0,1,0.064171,0.066667
SYN000256,618.0,2009-12-21 15:45:00,train,0,151.55,5.027492,18,78.0,1.94,3.51,0.5729,13,0,0,0,0,-1.0,0.0,1,0.074484,0.144701
SYN000257,2612.0,2009-12-21 16:41:00,train,0,80.36,4.398884,18,163.0,0.49,1.82,0.1139,12,0,1,0,0,-1.0,0.0,1,0.068085,0.110617
SYN000258,5563.0,2009-12-21 17:16:00,train,1,199.54,5.301014,17,328.0,0.61,3.33,0.1473,9,0,1,0,0,-1.0,0.0,1,0.066181,0.105356
SYN000259,618.0,2009-12-21 18:47:00,train,1,373.11,5.92455,18,74.0,5.04,23.3,1.7278,9,0,0,1,0,0.0,0.1264,0,0.061337,0.065637
SYN000260,3107.0,2009-12-21 19:31:00,train,0,155.69,5.054269,17,247.0,0.63,2.43,0.1262,14,0,1,0,0,-1.0,0.0,1,0.064393,0.096154
SYN000261,3800.0,2009-12-21 19:57:00,train,0,296.11,5.694102,29,328.0,0.9,3.35,0.2281,13,0,1,0,0,-1.0,0.0,1,0.068955,0.109652
SYN000262,325.0,2009-12-21 20:41:00,train,0,199.05,5.298567,17,668.0,0.3,1.39,0.0925,12,0,1,0,0,-1.0,0.0,1,0.062556,0.064885
SYN000263,4604.0,2009-12-21 21:05:00,train,0,251.24,5.530381,16,51.0,4.93,22.19,1.7514,13,0,1,1,0,0.0,7.8771,0,0.064297,0.104217
SYN000264,4563.0,2009-12-21 21:17:00,train,0,138.0,4.934474,15,182.0,0.76,3.52,0.2489,19,0,1,1,0,0.0,10.5597,0,0.066739,0.108947
SYN000265,3891.0,2009-12-21 23:40:00,train,0,155.25,5.051457,18,75.0,2.07,11.47,0.2359,14,0,1,1,0,0.0,19.4646,0,0.064829,0.095126
SYN000266,4481.0,2009-12-22 02:05:00,train,0,277.73,5.630244,15,163.0,1.7,5.78,0.3651,15,1,1,0,0,-1.0,0.0,1,0.063267,0.103554
SYN000267,4085.0,2009-12-22 02:12:00,train,0,647.93,6.475325,21,242.0,2.68,11.49,0.6806,10,1,1,0,0,-1.0,0.0,1,0.061977,0.108258
SYN000268,5720.0,2009-12-22 02:20:00,train,0,74.96,4.330207,19,104.0,0.72,2.11,0.2249,10,1,1,0,0,-1.0,0.0,1,0.066403,0.108031
SYN000269,1894.0,2009-12-22 03:22:00,train,0,287.57,5.664938,18,201.0,1.43,4.95,0.369,17,1,1,0,0,-1.0,0.0,1,0.064143,0.107807
SYN000270,2378.0,2009-12-22 04:37:00,train,1,2597.66,7.862751,17,166.0,15.65,60.53,2.6665,13,1,0,0,0,-1.0,0.0,1,0.06543,0.107584
SYN000271,3310.0,2009-12-22 05:54:00,train,0,101.27,4.627616,25,246.0,0.41,0.95,0.0985,13,1,1,1,0,0.0,4.5118,0,0.063514,0.102482
SYN000272,2711.0,2009-12-22 06:23:00,train,0,329.45,5.800455,24,102.0,3.23,16.07,1.0571,12,1,1,0,0,-1.0,0.0,1,0.06022,0.0625
SYN000273,988.0,2009-12-22 08:20:00,train,0,507.83,6.232114,26,284.0,1.79,6.09,0.4564,14,1,1,0,0,-1.0,0.0,1,0.062518,0.106925
SYN000274,1305.0,2009-12-22 08:27:00,train,0,504.41,6.22537,22,132.0,3.82,13.29,0.8553,13,1,1,0,0,-1.0,0.0,1,0.063496,0.101858
SYN000275,4060.0,2009-12-22 14:38:00,train,0,589.55,6.381054,16,80.0,7.37,44.03,1.4779,10,1,1,0,0,-1.0,0.0,1,0.059692,0.061818
SYN000276,1300.0,2009-12-22 15:17:00,train,1,162.15,5.09467,24,72.0,2.25,12.7,0.474,11,1,0,0,0,-1.0,0.0,1,0.060753,0.10628
SYN000277,3689.0,2009-12-22 16:52:00,train,0,308.94,5.736379,20,47.0,6.57,36.39,2.4651,19,1,1,0,0,-1.0,0.0,1,0.057797,0.061372
SYN000278,4336.0,2009-12-22 17:53:00,train,0,124.11,4.829193,26,73.0,1.7,7.71,0.5139,14,1,1,0,0,-1.0,0.0,1,0.057383,0.061151
SYN000279,3520.0,2009-12-22 18:31:00,train,0,1033.03,6.941219,24,126.0,8.2,18.25,2.2129,10,1,1,0,0,-1.0,0.0,1,0.058028,0.060932
SYN000280,3518.0,2009-12-22 19:21:00,train,0,180.72,5.202467,18,28.0,6.45,8.82,1.861,18,1,1,0,0,-1.0,0.0,1,0.066409,0.100649
SYN000281,4693.0,2009-12-22 20:10:00,train,1,527.39,6.269835,26,116.0,4.55,16.42,1.1907,11,1,1,1,1,1.0,16.5278,0,0.061789,0.105236
SYN000282,2926.0,2009-12-22 22:40:00,train,0,328.46,5.797455,23,753.0,0.44,0.7,0.1312,14,1,1,0,0,-1.0,0.0,1,0.057946,0.060284
SYN000283,1712.0,2009-12-23 01:57:00,train,0,1586.45,7.369884,27,307.0,5.17,18.42,0.9528,11,2,1,0,0,-1.0,0.0,1,0.058394,0.095714
SYN000284,1406.0,2009-12-23 02:59:00,train,0,440.05,6.089158,22,423.0,1.04,3.85,0.2882,13,2,1,1,0,0.0,3.0986,0,0.06295,0.145327
SYN000285,3794.0,2009-12-23 03:57:00,train,0,104.68,4.660416,18,40.0,2.62,5.6,0.6687,14,2,1,0,0,-1.0,0.0,1,0.060664,0.099681
SYN000286,2603.0,2009-12-23 06:26:00,train,0,88.3,4.492001,15,135.0,0.65,2.1,0.1245,13,2,1,0,0,-1.0,0.0,1,0.063963,0.099491
SYN000287,321.0,2009-12-23 08:11:00,train,0,289.22,5.670639,21,152.0,1.9,6.39,0.5502,14,2,1,0,0,-1.0,0.0,1,0.059249,0.099303
SYN000288,5041.0,2009-12-23 13:09:00,train,1,380.38,5.943796,28,84.0,4.53,26.3,0.8914,10,2,1,0,0,-1.0,0.0,1,0.061913,0.107143
SYN000289,3769.0,2009-12-23 16:36:00,train,0,93.92,4.553034,23,123.0,0.76,2.06,0.155,9,2,1,0,0,-1.0,0.0,1,0.059685,0.102076
SYN000290,5493.0,2009-12-23 16:51:00,train,0,275.23,5.621234,16,235.0,1.17,2.96,0.2383,12,2,1,0,0,-1.0,0.0,1,0.069513,0.106732
SYN000291,3925.0,2009-12-23 16:58:00,train,0,431.63,6.069883,24,86.0,5.02,23.28,1.6349,14,2,0,1,0,0.0,7.9993,0,0.062103,0.106529
SYN000292,4193.0,2009-12-23 17:58:00,train,0,55.4,4.032469,22,339.0,0.16,0.24,0.0383,11,2,1,0,0,-1.0,0.0,1,0.067801,0.109589
SYN000293,3423.0,2009-12-23 18:57:00,train,0,407.63,6.01281,20,59.0,6.91,15.07,1.708,15,2,1,0,0,-1.0,0.0,1,0.062957,0.109378
SYN000294,5738.0,2009-12-23 19:46:00,train,1,957.99,6.865881,19,257.0,3.73,17.24,0.8432,14,2,1,0,0,-1.0,0.0,1,0.062925,0.109167
SYN000295,2105.0,2009-12-23 21:52:00,train,0,640.5,6.463809,18,45.0,14.23,56.98,2.6034,16,2,1,0,0,-1.0,0.0,1,0.063196,0.095339
SYN000296,1973.0,2009-12-23 23:46:00,train,0,391.02,5.971313,21,156.0,2.51,12.76,0.5715,16,2,1,1,0,0.0,3.0201,0,0.061059,0.099295
SYN000297,2926.0,2009-12-24 00:00:00,train,0,515.93,6.247907,11,38.0,13.58,49.71,3.9213,11,3,1,1,0,0.0,1.0556,0,0.063186,0.099107
SYN000298,5230.0,2009-12-24 00:55:00,train,0,294.78,5.689616,24,30.0,9.83,23.37,2.6876,10,3,0,0,0,-1.0,0.0,1,0.060939,0.09892
SYN000299,4277.0,2009-12-24 04:05:00,train,1,362.09,5.894651,23,149.0,2.43,10.0,0.4713,12,3,1,3,1,0.333333,14.3681,0,0.065887,0.148677
SYN000300,2005.0,2009-12-24 07:16:00,train,0,477.07,6.169757,21,414.0,1.15,2.88,0.2128,16,3,1,0,0,-1.0,0.0,1,0.060073,0.063333
SYN000301,805.0,2009-12-24 08:16:00,train,0,3009.79,8.009958,17,237.0,12.7,39.91,2.4668,9,3,1,0,0,-1.0,0.0,1,0.061065,0.063123
SYN000302,4085.0,2009-12-24 09:09:00,train,1,383.45,5.951814,21,120.0,3.2,4.71,0.959,9,3,1,1,0,0.0,2.2896,0,0.060827,0.107537
SYN000303,5471.0,2009-12-24 12:37:00,train,1,843.17,6.738354,17,75.0,11.24,35.18,1.2297,6,3,0,0,0,-1.0,0.0,1,0.065061,0.10246
SYN000304,5843.0,2009-12-24 13:10:00,train,0,72.26,4.294015,13,105.0,0.69,2.78,0.17,11,3,1,0,0,-1.0,0.0,1,0.061749,0.097826
SYN000305,900.0,2009-12-24 13:43:00,train,0,96.76,4.582515,18,140.0,0.69,3.97,0.119,12,3,1,0,0,-1.0,0.0,1,0.061276,0.106948
SYN000306,2088.0,2009-12-24 22:47:00,train,0,1130.22,7.031052,15,227.0,4.98,8.81,1.3093,18,3,1,0,0,-1.0,0.0,1,0.078855,0.110814
SYN000307,1167.0,2009-12-25 00:40:00,train,0,87.43,4.482211,23,108.0,0.81,1.33,0.1982,15,4,1,1,0,0.0,19.2986,0,0.073134,0.110601
SYN000308,182.0,2009-12-25 03:58:00,train,0,1044.34,6.952097,16,271.0,3.85,22.27,1.0468,16,4,0,0,0,-1.0,0.0,1,0.069634,0.10119
SYN000309,4786.0,2009-12-25 13:04:00,train,0,100.6,4.621044,14,21.0,4.79,24.95,1.2432,12,4,1,0,0,-1.0,0.0,1,0.076179,0.115426
SYN000310,1182.0,2009-12-25 17:09:00,train,1,117.97,4.778871,21,384.0,0.31,1.21,0.057,11,4,1,0,0,-1.0,0.0,1,0.069788,0.115207
SYN000311,4938.0,2009-12-25 17:24:00,train,0,320.83,5.774023,17,30.0,10.69,49.93,3.8407,17,4,1,0,0,-1.0,0.0,1,0.075877,0.11499
SYN000312,1129.0,2009-12-25 19:23:00,train,0,323.84,5.783333,18,205.0,1.58,6.09,0.5932,16,4,1,0,0,-1.0,0.0,1,0.071868,0.114774
SYN000313,3226.0,2009-12-25 20:24:00,train,0,583.83,6.371321,27,305.0,1.91,9.53,0.5603,13,4,1,1,0,0.0,13.7132,0,0.069884,0.109352
SYN000314,3283.0,2009-12-25 22:46:00,train,0,165.69,5.116136,26,227.0,0.73,3.76,0.1659,13,4,1,0,0,-1.0,0.0,1,0.071911,0.104403
SYN000315,5809.0,2009-12-25 23:50:00,train,0,162.37,5.096018,17,169.0,0.96,4.89,0.3377,16,4,1,0,0,-1.0,0.0,1,0.074356,0.147688
SYN000316,3759.0,2009-12-25 23:50:00,train,1,351.67,5.865533,16,133.0,2.64,3.02,0.5721,14,4,1,0,0,-1.0,0.0,1,0.06969,0.108746
SYN000317,5567.0,2009-12-26 00:10:00,train,0,245.59,5.507727,10,88.0,2.79,12.49,0.595,17,5,1,0,0,-1.0,0.0,1,0.070731,0.108546
